description,fav_number,sidebar_color,tweet_count,name,gender
0.0,0,blue,1,EstraLavery,1
2.0,1,blue,1,edthompsn,0
2.0,0,other,0,GoalsOfIBFs,1
0.0,3,other,3,Lauren_sophiaa,1
1.0,2,other,0,AllySaurousRex,1
3.0,0,other,2,dukeroufus,0
2.0,2,blue,1,Hamza_SA_,0
0.0,2,blue,2,ULTRAVlOLUKE,0
2.0,0,blue,0,PattysHeart7,1
3.0,2,white,1,IAmDavidOsborn,0
0.0,0,other,0,leopozos,0
0.0,2,blue,0,amy123tommo,1
1.0,0,other,0,naomiacbeckett,1
1.0,1,other,3,DianaCanovas,1
2.0,2,blue,3,PrestoVivace,1
0.0,2,blue,2,JonesMichael23,0
1.0,1,blue,1,RichardDavid_1,0
0.0,1,other,0,angelofpax,1
0.0,1,blue,0,Goddess_Poca,1
0.0,3,other,3,pop_HOESdrop,1
3.0,2,other,1,mariamnearria,1
2.0,3,other,1,Kretz44,0
1.0,1,other,1,Sidragon1,0
2.0,0,white,2,MCJAMTAA,0
0.0,3,blue,2,ohdamnabby_,1
0.0,1,blue,0,Priscil1995,1
3.0,0,blue,0,SarahAveryBooks,1
3.0,2,blue,1,EspinosaSavy,0
3.0,1,other,3,KenyaTST,0
1.0,1,blue,0,OAOjacksonbFAF,0
3.0,3,other,1,dbasolved,0
3.0,2,other,0,Rillivid,0
2.0,2,other,1,goldensuggy,0
2.0,1,blue,1,SarahWhe78,1
3.0,3,other,3,mooooody_,1
1.0,1,blue,2,winvest2311,0
2.0,0,other,2,Verbzz,0
2.0,2,other,3,Mystical_Voyage,0
0.0,0,blue,3,RosalynAlberts1,1
1.0,0,other,0,salma_1008,0
1.0,2,other,0,MeepleWatcher,1
0.0,1,blue,0,popcorn38,0
2.0,1,blue,0,alina5222,1
3.0,0,other,0,drewlivingston,0
2.0,2,other,3,Marri,1
3.0,1,blue,1,lynn_davy,1
0.0,1,white,1,dgiudice88,0
1.0,1,white,3,heyyWill,1
1.0,2,other,1,parkerpointer,1
0.0,1,other,1,Yule_Mpitse,0
2.0,0,other,0,its1kibet,0
0.0,2,blue,1,gejacksonn,1
1.0,3,white,2,grierchampagne,1
1.0,1,other,1,GuNiT_Metro,0
2.0,1,other,0,Hayxworld,1
3.0,1,other,3,BleesusCrice,1
2.0,3,blue,0,ScottWyllie2,0
3.0,2,other,2,DeansOfCardiff,0
0.0,1,blue,0,kwoodhouse13,1
2.0,2,other,1,SupergiantStarr,0
0.0,1,blue,1,punkman761,1
3.0,3,other,3,Bobby9527,0
3.0,1,blue,0,Its_ayejay,1
1.0,1,blue,0,KingFelixB,0
0.0,1,blue,1,lakencostello,1
0.0,1,white,1,lalalourdes,1
3.0,2,blue,3,GrahamBM,0
0.0,0,blue,0,BeauDowns51,0
3.0,0,blue,1,abundance4unow,1
1.0,3,blue,3,BasuAshis,0
1.0,1,white,3,C_Mbadu,0
3.0,0,blue,3,Estetica_Yaneth,1
0.0,1,blue,0,seiarramadison,1
3.0,1,blue,1,jamo16golf,0
1.0,3,white,3,amxdecano,1
0.0,0,blue,0,AnilSequeira_1,0
1.0,1,white,0,ZoeyMarieCyrus,1
0.0,1,blue,0,the_ss_khan,1
0.0,1,white,0,saranicolejones,1
1.0,1,blue,1,TCfromMKE,0
0.0,1,other,1,shiaunaa_,1
2.0,0,white,0,MNI_Dee,1
0.0,2,other,1,NikBerends,0
3.0,2,blue,1,fishballxz,0
0.0,1,blue,0,Plasmapie,0
0.0,2,blue,0,averidyer_,1
0.0,1,other,3,CoolStoryWill,0
2.0,1,other,1,terralightfoot,1
1.0,0,blue,3,anthropobiology,0
2.0,1,other,0,beardyben36,0
1.0,2,blue,1,tannerhumann,0
2.0,2,white,3,NeilBakersDozen,0
1.0,0,other,0,trismorphew,0
0.0,0,other,0,tomascdiaz,0
3.0,1,white,2,UnluckyblokeJoe,0
1.0,2,other,2,rinaapatell,1
0.0,0,other,1,6secondreviews,0
1.0,3,blue,2,_fucckkennsasha,1
3.0,1,other,0,rex121j1,0
2.0,1,blue,3,_BlackerMamba,0
1.0,3,blue,3,melodisthes,0
2.0,2,blue,2,Kemfon_U,0
0.0,1,other,0,biggordz_,0
1.0,2,blue,1,ayelukestfu,0
0.0,1,white,2,Makavelix95,0
3.0,3,blue,2,cows94,0
2.0,1,white,0,gorillaads1,0
0.0,2,white,1,JordenEdwards,0
1.0,1,other,0,RealJohnAbbott,0
1.0,3,blue,2,Jamie_Begeman,0
3.0,3,other,3,dimpleftreid,0
2.0,0,blue,3,Yaneth1326,1
1.0,2,other,3,queenzingha,1
3.0,1,blue,1,YandereKnives,1
3.0,1,other,1,cgiller,0
0.0,0,blue,3,RosalynAlberts1,1
3.0,2,blue,1,Theatregleek1,1
0.0,2,blue,1,jensy_flores,1
3.0,0,blue,1,TownleyIns,0
1.0,1,other,1,allurephoto,0
0.0,1,other,3,ItsElmosWorld,0
3.0,3,other,1,takerumin,1
2.0,1,other,2,brentcsutoras,0
1.0,3,white,1,seIenadeluxe,1
0.0,1,white,0,hii_kristin,1
1.0,1,other,0,motormouthanna,1
3.0,3,other,3,AdamDechanel,0
3.0,0,blue,3,rnrnhs_memo_5,0
2.0,0,blue,2,The_Hair_Plug,1
2.0,2,blue,1,18CARMELA69WEBS,1
1.0,2,blue,1,CigarObsessed,0
2.0,2,other,2,robertrotifer,0
3.0,2,other,3,SIX1DS,0
2.0,1,other,0,FVLLWEATHER,0
1.0,0,other,2,rodrigo,0
3.0,3,blue,1,dens1984,1
3.0,2,blue,1,Lindsay944,1
1.0,2,blue,1,madisoncallas,1
2.0,2,white,2,Karchswag,0
1.0,1,white,0,Rachelinezlane,1
3.0,3,other,3,mozak74,0
3.0,1,blue,1,NotJustAThief,1
2.0,3,white,3,purrposex,1
3.0,2,other,3,TheLeakedTruth,0
1.0,3,blue,1,DumpStreet_Juju,0
2.0,2,white,2,tanxiuling,1
2.0,0,blue,2,dudenamedharry,0
3.0,2,white,3,Mancman10,0
1.0,3,white,2,haliehewitt,1
3.0,3,white,3,Gary_R_Walker,0
1.0,3,other,3,cutestcurly,0
0.0,1,blue,1,SamuelBoisrond,0
0.0,2,blue,1,alana_rose1226,1
0.0,1,blue,1,MarkAHFearnall,0
0.0,1,blue,1,skenney_23,1
1.0,0,blue,2,_zammyy,1
1.0,2,other,1,cloudniah,1
3.0,1,other,1,n_c_kan,0
2.0,3,other,3,MrMalky,0
3.0,0,other,0,ISOTONIX187,0
0.0,2,blue,1,a_bayy_bayy_,1
3.0,3,other,3,AdamDechanel,0
2.0,2,blue,3,Phillip_D_Jones,0
0.0,0,other,0,ricecracker,1
1.0,0,white,2,twin_ec_,0
1.0,1,other,1,aarojames,0
1.0,2,other,3,hyukr,0
3.0,3,other,2,myhyuniverse,0
1.0,2,white,2,Her_Diamond,1
1.0,0,blue,0,Chelsea8Riley,1
0.0,2,other,2,LazynGent,0
1.0,0,blue,3,rickeybot,0
1.0,3,white,2,chloedonald_,1
0.0,0,blue,0,sisa_coach,0
3.0,0,other,1,AlexandraTeenx,1
2.0,2,other,3,IsThatNumber5_,1
1.0,3,other,2,carlyy_taylorr,1
1.0,1,white,0,MariaGaravuso,1
0.0,2,other,1,si_white,0
3.0,3,other,2,dysphasiatic,0
0.0,3,other,1,trillllnye,1
3.0,3,white,3,mrchristr,0
0.0,1,other,0,HunterMightFly,0
2.0,0,other,0,AhoyImHarker,0
1.0,2,blue,3,jaygetsweird,1
0.0,3,blue,2,Annnanielsen,1
0.0,2,other,3,White23Mike,0
1.0,2,other,2,rubakaay,1
2.0,2,other,2,KayakKenneth,1
2.0,2,blue,0,penoytebby,0
1.0,1,other,2,1anndonnlyCp,1
0.0,0,blue,0,SDent75,0
2.0,1,blue,0,atmosudirdjo,1
3.0,1,blue,2,DeborahAlsina,1
2.0,2,other,2,brittybap,1
1.0,0,other,0,c1a3m1,1
3.0,2,other,2,FrankDio,0
0.0,3,blue,2,MaceyJaime,1
3.0,3,white,3,johnmknox,0
3.0,3,blue,3,JonathanCohn,0
0.0,0,blue,0,NLSMonarch9,0
2.0,3,blue,1,_jesssirwin,1
0.0,3,other,2,_DavidJoel,0
3.0,1,other,0,owarinodungeon,1
3.0,3,white,3,SouthernMalachi,0
0.0,2,blue,0,Annaa00124,1
0.0,1,blue,0,kaylalauver_,1
3.0,2,blue,1,elissaians,1
1.0,1,blue,1,RichardDavid_1,0
1.0,2,other,0,goshikito,1
0.0,3,white,3,mqisie,1
1.0,2,other,3,Go_GetterSlim,1
0.0,0,blue,0,_liyaaaaaaa,1
2.0,2,white,2,gabriela_nzo,1
3.0,1,blue,0,gnilaehsol,1
0.0,2,other,2,ohheylottiehill,1
2.0,1,white,0,TrudeStoll,1
1.0,3,blue,1,kenziemaurer,1
0.0,2,other,2,the_CHOPE,0
0.0,0,other,1,K00K_twt,0
2.0,2,blue,1,annie_timotheou,1
2.0,1,blue,1,simplycubes,0
3.0,1,blue,1,hartman39,0
0.0,3,blue,2,DaylanGreen,0
2.0,1,other,3,Bushid0_Br0wn,0
0.0,3,blue,2,Laceeeymarie,1
0.0,2,other,0,userKings,0
1.0,2,white,0,BlondSquat,1
0.0,0,blue,0,stevegannon2014,0
3.0,3,white,3,ariel_thethird,1
3.0,0,blue,3,richmk01,0
1.0,3,other,2,ItsJustChurchy,0
2.0,1,other,3,BulelaniMfaco,0
3.0,2,other,3,DanuchisOtero,1
1.0,2,blue,3,dogielus,0
3.0,1,other,0,KillaKill88,0
1.0,2,white,0,MEH0986,1
2.0,3,other,3,atrudituo,1
1.0,0,white,1,___Karma,0
0.0,1,blue,0,MHenn07,0
1.0,2,white,2,Juicyass_mathew,0
1.0,2,blue,2,dehzmason,1
2.0,1,other,1,xcrushlarry,1
3.0,2,other,2,ciarasworld,1
1.0,3,other,3,adrianadarling8,1
0.0,2,blue,1,_batyfelicity,1
0.0,1,other,2,rtc855,1
3.0,1,blue,0,KCerioAuthor,1
0.0,0,blue,2,prslava15,1
0.0,0,blue,2,liz_quen3,1
0.0,0,blue,2,HopeeQuen,1
0.0,0,blue,2,liz_quen2,1
2.0,2,blue,1,TheEpicStache24,0
2.0,1,other,1,zkict,0
1.0,3,other,3,alexvndrv_,1
3.0,0,other,0,drewtheglue,0
3.0,0,blue,3,cmwealth,0
3.0,2,other,1,GekyGumus,1
3.0,1,white,1,Ahhm_edAdeel,0
3.0,1,other,3,bisialimi,0
2.0,1,other,2,_TheKhanArtist,0
0.0,0,other,0,mimlea,0
0.0,0,blue,1,KRRTX,1
2.0,2,other,1,9ISABEL7Lacey00,1
1.0,3,blue,3,SMF_Scoob_8,0
0.0,3,other,1,RobinP2,1
2.0,0,other,0,Chris_xamoyelaa,1
1.0,3,blue,3,sprinklofstyles,0
1.0,1,blue,1,Ferb_17,0
1.0,3,white,2,YesImTCurryyy,0
1.0,1,other,3,badboicasey,0
3.0,3,blue,1,MGullatta,0
1.0,2,other,3,Mr_LV_WhozThat,0
2.0,3,white,3,HazyDream_,0
1.0,0,blue,2,rantypete,0
1.0,1,blue,2,i_hate_tattoos,0
1.0,3,other,2,bornunprepared,1
2.0,2,other,2,SailorPlutoid,1
1.0,3,blue,1,BenjyHimmel,0
3.0,1,white,1,eleanor_morton,1
1.0,2,blue,1,Kevin_Schex,0
1.0,0,other,1,joowuntbuttah,1
1.0,3,white,1,WorshipEGoddess,1
3.0,1,other,3,UcheIsClown,0
3.0,1,white,1,paezdanielaA,1
1.0,2,white,2,JunKet_,0
3.0,1,white,0,igraysscale,0
1.0,0,other,0,Sherry_FG,1
1.0,1,blue,1,RichardDavid_1,0
2.0,3,white,3,luhyouari,1
1.0,0,blue,0,kostpech,0
3.0,3,blue,1,Mysti_Eyes,1
3.0,1,white,3,JVCrum,0
0.0,1,blue,2,Ramosjoar,0
0.0,0,other,0,Mr2tal,0
1.0,0,blue,0,miltonboidrew,0
1.0,2,blue,1,jacksmith23456,0
0.0,3,blue,2,nofate1991,0
0.0,1,other,3,djstephfloss,0
2.0,1,white,1,SteveBurr,0
0.0,2,white,2,Trap_Pop,0
1.0,3,white,2,LosingMuke,1
0.0,0,other,1,lowkeyoutlaw,0
0.0,0,blue,0,frederi1150,0
2.0,0,blue,0,poopheadakridge,0
1.0,3,blue,1,theskyisgrey_,1
1.0,2,other,2,gothpixie73,1
3.0,0,other,0,Greg_Richman_,0
0.0,3,blue,2,branduncare,0
0.0,0,other,1,fernandez_jfm,0
1.0,3,other,1,britkloepfer,1
2.0,1,blue,0,partyontheweekn,1
2.0,3,white,3,iansgallgher,0
1.0,3,other,3,dnorri17,0
1.0,1,other,1,who_cody_carter,0
1.0,0,blue,2,Iy_zham,0
2.0,1,blue,0,Wonkaflocka,0
3.0,1,other,1,soduch,0
0.0,0,blue,3,parentbuzzz,1
1.0,0,blue,0,DTcnnant,0
2.0,0,blue,3,LevityNYC,0
1.0,2,white,1,VertigoOfCal,0
1.0,2,other,1,9DEBORA5Tracy05,1
2.0,3,other,1,karlee_lewis,1
0.0,1,blue,0,marcilesm,0
2.0,1,other,0,mermaidfestas,0
1.0,2,white,3,fiftharirection,1
0.0,2,white,0,sumeyrahx,1
2.0,2,blue,3,NewsNeus,1
0.0,1,blue,2,tiredjinki,0
1.0,2,other,0,wat_wood,1
2.0,3,other,2,feminist_trash,1
1.0,1,blue,0,Arrowhead_JL,0
1.0,0,other,3,justicecw,1
1.0,2,blue,2,josepaz481,0
0.0,2,other,1,JeffAiken,0
1.0,3,other,3,ASVPzayn,0
1.0,2,blue,1,JerikaInez,1
0.0,3,other,2,RomyWij,1
2.0,2,blue,0,FlowerChildJasz,1
1.0,0,white,0,patduremdes,1
3.0,2,blue,1,Bignastier2015,0
2.0,2,white,1,nonmaayo,1
2.0,0,blue,0,expoMgurk,0
2.0,0,blue,0,SurvivalSelene,1
1.0,3,other,3,aleehsun,1
3.0,3,other,2,JubEatsBare,0
2.0,3,other,1,RogersKaitlyn,1
2.0,3,other,2,moxie86,1
1.0,1,blue,1,armsfalloffboy,0
2.0,1,blue,1,_johnburrows,0
1.0,3,white,2,WTF_5sauce_,0
2.0,1,blue,1,IAmCWest,0
1.0,2,other,1,Idixt_Jess_,1
3.0,1,other,1,mommyofvillains,1
0.0,2,blue,0,spencer_warezak,0
1.0,2,other,2,irfrazer,0
0.0,1,other,2,EJBusch,0
2.0,3,blue,3,Sing_u_larity,0
2.0,1,other,0,dadhikes,0
3.0,3,other,3,Nliddle16,0
2.0,2,other,1,Et3rnalHero,0
0.0,1,white,2,Atlegang_M_,1
2.0,1,white,1,aashaydalvi,0
2.0,3,white,2,NickMakhoul,0
2.0,0,blue,0,RealMsP_53,1
1.0,2,other,1,DougBuenro,0
2.0,1,other,3,youngglobal,0
1.0,0,white,0,onefabulousmama,1
3.0,0,other,0,jdgamerboy,0
2.0,2,blue,2,RMAFG10,0
3.0,1,blue,0,HayleyJDunne,1
0.0,0,blue,0,markoos16,0
2.0,0,other,2,CatAnne19,1
1.0,2,white,2,bodmond,0
2.0,2,blue,1,desireeliotti30,0
3.0,2,white,3,xBDOT,0
2.0,0,other,2,sodamn_arrogant,1
2.0,2,blue,0,Sasslikeme,0
3.0,3,blue,3,RKWinvisibleman,0
0.0,0,blue,0,James32770299,0
0.0,3,white,3,RaniyahD_,1
1.0,0,blue,0,sypozybopyt,1
1.0,1,other,2,TopMass,0
0.0,3,blue,2,evelynmvaldez,1
3.0,1,blue,0,hannahkeenan11,1
0.0,2,blue,0,EmilyOrr016,1
0.0,3,other,2,swwfu_,1
3.0,1,other,3,podnosh,0
1.0,1,blue,0,__SlimJim,1
0.0,2,blue,1,johnneezzyy,0
3.0,1,other,3,agentlinton,0
3.0,2,blue,1,johnniestone5s,0
2.0,1,blue,1,CarolLake918,1
1.0,2,white,2,Joe_Erhet,0
1.0,2,other,1,emilymorri,1
1.0,1,blue,1,loooceh,1
1.0,1,blue,2,_BlueDot,0
1.0,2,other,2,ultraviolince,1
2.0,2,white,2,iamQueeeeeeny,1
2.0,1,blue,0,calii___born,0
1.0,2,other,2,FunSizeHaitian_,1
0.0,0,blue,0,the_sloth_queen,1
2.0,0,other,0,CarlosLove4Life,0
1.0,3,other,2,_EJJ,1
1.0,0,other,1,166HAZEL51,1
3.0,1,other,2,trebor_guk,0
3.0,1,other,2,authorLTReece,0
1.0,0,blue,0,AyeshaRpk,1
1.0,1,blue,1,Allie_pops,1
2.0,2,other,3,DopeDavis_251,0
2.0,1,other,0,Trist_Chi,1
2.0,3,other,3,happyprincessj,1
2.0,1,other,0,BVDTVSTE,0
1.0,1,blue,1,__swankin,0
0.0,3,other,3,bohyungg,0
3.0,3,other,2,SpiveyShouts,1
1.0,2,blue,0,Logicswiftz,0
0.0,3,white,1,ivyjordan_,1
3.0,1,other,2,paul18280,0
3.0,2,white,3,niallwxthcalum,0
1.0,1,blue,1,Ratman46,0
3.0,1,other,3,agentlinton,0
0.0,0,blue,0,riley9311,0
2.0,2,other,1,JoseJmfathens,0
2.0,1,other,0,PS2TAN,0
1.0,2,blue,1,chrismix5,0
1.0,2,blue,2,THE_Lakoa,1
0.0,3,white,0,JhonRules,0
0.0,0,white,0,sciordia,0
2.0,1,white,2,triaticr,0
2.0,2,white,3,Kialna,1
0.0,2,other,2,ashleynoellex3,1
3.0,3,other,3,Endraxial,0
1.0,1,white,2,Kennadian_,1
2.0,1,other,3,pareayh,1
1.0,3,white,2,broadcastlwt,0
2.0,2,white,2,wendycockcroft,1
2.0,3,white,3,Markie___mark,0
1.0,3,other,2,maffagafo,0
0.0,2,white,1,SassySausage1,1
1.0,2,other,1,Dozie,0
2.0,0,white,1,davidinalmeria,0
1.0,2,blue,2,704jthomas,0
2.0,0,blue,0,bertodiplo,0
3.0,2,other,1,Zelle1985,1
2.0,0,blue,1,GrahamDAragon,0
3.0,3,other,2,JeffreyCamp,0
3.0,3,white,3,gasparlanca,0
1.0,1,blue,0,MarkSanders1978,0
1.0,0,blue,0,KeleMars,1
0.0,3,white,2,HausOfSavannah,1
3.0,2,blue,1,AL_Write,0
1.0,2,other,2,_amxlia_,1
2.0,3,other,2,caitlinnicole46,1
1.0,3,other,3,torianosecret,1
3.0,2,blue,3,xdeontewilliams,0
1.0,0,blue,0,AlexWeronski,0
1.0,1,blue,2,LilTayyDaDon,0
0.0,2,other,3,chefyazzy,1
2.0,3,blue,1,lifeofjoshleen,1
0.0,0,blue,1,EstraLavery,1
3.0,1,blue,0,LisaMargonelli,1
3.0,1,blue,0,NSFWJonathan,0
2.0,2,blue,1,Anywiebs,1
0.0,0,blue,0,danielgykim,0
3.0,0,other,2,asnorton,0
0.0,1,other,3,GaGaAwesomeLady,1
3.0,1,other,2,thepoliticogal,1
3.0,1,other,0,adriannaq,1
0.0,1,blue,0,ald0elridge,0
3.0,2,white,3,AngieWagg,1
0.0,1,other,2,RubieTheBeauty,1
1.0,0,other,2,TomasZabransky,0
3.0,0,other,1,Kevin1MacMillan,0
3.0,2,blue,2,TheStrategic0ne,0
2.0,0,other,0,eaumosaique,1
1.0,0,blue,1,SteveWithaB,0
2.0,0,blue,1,stevejbicknell,0
2.0,1,other,1,SaraLUckelman,1
1.0,1,blue,0,Jak3B3n93,0
1.0,3,white,1,OlaMishamigo,0
2.0,2,white,2,truthtrebles,1
0.0,3,other,3,getlykme103,1
1.0,2,white,2,Orangutan_Tits,0
3.0,0,white,1,PrincipalUMS,0
3.0,0,blue,0,philmuziqAfrica,0
2.0,1,white,1,ElinaTrance,1
0.0,3,other,3,__Pelaez,1
3.0,1,blue,0,newfreshtshirt,1
0.0,0,blue,0,caroline_cherop,1
1.0,3,blue,2,j3ssicaamber,1
0.0,3,blue,0,ChristianAcuna_,0
0.0,2,blue,1,Chloe_Hartleyxo,1
3.0,3,other,3,josefoshea,0
2.0,1,other,3,iTEE_RRIFIC,1
0.0,3,white,3,milakoalahugs,1
1.0,0,blue,0,StephanieRalls,1
0.0,3,other,3,HaroldMeneses,0
2.0,2,other,0,Jessi4PTX,1
3.0,1,other,0,Fraeulein_Lucy,1
3.0,0,other,1,BalbirJudge,0
0.0,2,blue,0,CBLJ12,1
3.0,1,blue,2,Yung_Gosling,0
3.0,0,white,3,glenysfurness,0
1.0,3,white,3,babisofia,1
2.0,2,white,3,horny4jye,0
1.0,1,blue,1,ivory_SoAmazing,0
0.0,0,blue,3,ArnoldRonald1,1
2.0,2,white,2,plmnkoijbhu,1
3.0,0,other,1,class317,0
0.0,2,other,3,robinlynnemabin,1
1.0,0,blue,3,UntzUntzWubWub,0
2.0,0,other,1,mike_merlino,0
3.0,2,other,2,robdempsey,0
2.0,1,white,3,RainBloggedIt,1
2.0,2,white,1,AprilAubade,1
1.0,0,blue,2,Based_Benjamin,0
3.0,3,other,3,ithinkurkewl,0
3.0,1,other,1,LeslieLindsay1,1
3.0,0,blue,1,VetPetNews,0
3.0,2,other,1,ChemistryFiend,0
1.0,2,blue,3,iMugeh,0
2.0,3,other,3,pbump,0
0.0,0,blue,1,RickyBerry123,0
1.0,0,blue,0,kadams190,0
3.0,3,blue,2,JoshFin,0
3.0,3,other,3,_LoveYouDearly,1
2.0,1,other,1,ericjboyd,0
1.0,1,white,2,nicoballonn,0
2.0,2,other,2,dgambacorta,0
2.0,2,other,2,Maggie_xotwod,1
2.0,0,blue,0,atknbck,0
1.0,3,blue,1,ukulelezell,0
0.0,0,blue,0,mraaronharley,0
3.0,3,other,3,amyin613,1
0.0,1,white,0,GenusUnknown,0
3.0,1,other,2,DIABLOCDT,0
0.0,0,blue,3,ThomasH29137281,1
0.0,1,other,2,Laish_Baish,1
3.0,2,other,2,LesothoJohn,0
2.0,3,other,3,Jake_Vig,0
1.0,0,blue,1,ChigTheStiG,0
0.0,1,other,0,Beauutyy_queeen,1
3.0,3,blue,3,UBtalkin,0
2.0,2,other,1,EmberQuartz_mfc,1
2.0,2,white,3,w0nderwallhes,0
0.0,0,blue,1,SugdenDonna,1
1.0,2,other,1,therealmoment,0
0.0,2,other,2,brandonandin,0
1.0,3,other,3,That_SPIFFguy,0
3.0,0,blue,0,its_cookie03,1
2.0,2,white,2,meganpower97,1
0.0,3,other,3,stephhh0601,0
2.0,1,other,1,Its_Jackyboiii,0
3.0,1,blue,1,Macudoshis,0
2.0,0,other,0,CJFlavell,0
1.0,2,blue,0,MJEANS99,0
1.0,1,blue,3,Varnel_Hill,0
1.0,1,blue,1,applejoetweets,0
0.0,0,blue,0,itsChrispino,0
1.0,3,other,2,Claire_Reynics,1
3.0,3,white,3,Pat_Bren,0
3.0,1,other,2,engeljen,1
0.0,3,other,3,bossci__,1
0.0,0,blue,0,RossanaReggio,1
2.0,2,blue,0,One1directiona1,1
0.0,0,blue,0,IanQuod,0
2.0,1,other,3,xReceex,1
1.0,2,white,0,FrankHorowitz,0
3.0,2,blue,1,JKamens,1
0.0,3,white,3,NouisBums,1
1.0,2,blue,1,9BRENDA1Brooke0,1
0.0,3,white,3,Supr3meLord,0
3.0,2,blue,0,count_vacula,0
3.0,2,other,1,CoralReefFish,0
2.0,2,blue,3,Ohhhdats_zutta,1
3.0,0,other,1,QueenieBlu,1
2.0,3,white,3,BiebersFuture,0
3.0,0,blue,1,MJIannelli,0
2.0,1,blue,1,NoCheeeeeks,1
0.0,1,blue,3,MsNae_2U,1
3.0,2,other,1,CateAdair,1
1.0,2,blue,1,ellwood9000,0
0.0,0,blue,3,batchild100,1
2.0,3,blue,1,ukulelerapgirl,1
1.0,3,other,3,iamtenseven,0
2.0,2,white,2,henwinters,0
2.0,0,other,0,alharstone,0
1.0,0,blue,2,ManufacturingOD,0
3.0,0,other,2,Kachi_Gele,0
2.0,3,other,3,ExtaticEmily,1
2.0,3,white,1,MartynWDesigns,0
3.0,3,other,1,MsGamerSE,1
1.0,3,other,3,justonetae_,1
2.0,3,white,2,chrgra,0
1.0,1,other,1,RyanPadgham,0
1.0,2,blue,1,dcsniper187,0
3.0,1,other,2,nancy_martira,1
3.0,1,blue,2,amanda_normalik,0
3.0,2,other,2,amarrateuponei,1
0.0,1,other,2,gdotlee,0
2.0,1,other,1,Volkamar,0
2.0,2,other,2,GinhaGinhaa,0
0.0,0,blue,0,fistelhelena,1
3.0,0,blue,0,youngtre_ygk,0
0.0,0,other,1,HotTusker,0
3.0,0,other,0,LyndseyLouBR,1
2.0,2,blue,1,karlita56,1
3.0,2,other,2,MeganSheeran7,1
2.0,1,blue,0,mikewilsonia,0
1.0,3,other,3,cutestcurly,1
1.0,2,blue,1,AfrikasPoet,1
2.0,0,other,0,JAG3RJAY,0
1.0,1,other,3,putA_PRICEonit,1
0.0,0,blue,0,johnortegon,0
2.0,0,other,2,Henrietta683A,1
2.0,1,white,2,xprettyy,1
2.0,2,other,1,Bri_Nicole321,1
2.0,2,blue,1,EsteemedKompany,0
0.0,3,other,2,placedenergy,0
1.0,1,other,0,mohalemamarara,0
1.0,2,blue,1,hannah_divine3,1
3.0,3,other,1,chadfishburne,0
3.0,1,blue,0,kuhrizma_ime,0
1.0,3,blue,3,melodisthes,1
1.0,3,blue,2,SwordsCPFC,0
0.0,3,white,2,KButter_22,0
2.0,2,blue,2,RealRossBailey,0
1.0,3,white,1,JPadmore92,0
2.0,3,white,2,alliemelissinos,1
3.0,1,blue,1,Louthdog,0
3.0,3,blue,2,Banwell01,1
2.0,0,other,1,peugeot82,0
2.0,1,other,0,Incdraw,0
2.0,3,other,3,hardROClife,0
0.0,2,white,2,Jon_Stegall,0
2.0,3,other,3,CAZ_Lawrence,0
2.0,3,white,3,pinkandtweed,0
2.0,2,blue,0,Hmwills27,1
0.0,0,blue,0,GavinWSewell,0
2.0,3,other,0,Afremov_Artist,0
0.0,0,white,3,_Bousquet_,1
2.0,2,blue,0,piercedmgcx,0
3.0,2,white,1,isimplytessa,0
1.0,1,blue,3,naijama,1
1.0,1,blue,3,naijama,1
1.0,1,blue,3,naijama,1
1.0,1,blue,3,naijama,1
2.0,2,other,1,Porketh,0
2.0,0,other,2,LaineyGillon,1
1.0,1,blue,3,naijama,1
1.0,1,blue,3,naijama,1
1.0,1,blue,3,naijama,1
3.0,3,blue,2,trebletotheclef,1
1.0,1,blue,3,naijama,1
1.0,1,blue,3,naijama,1
1.0,1,blue,3,naijama,1
0.0,1,blue,0,DevonMcQuillan1,1
1.0,1,blue,3,naijama,1
1.0,1,blue,3,naijama,1
1.0,1,blue,3,naijama,1
1.0,0,other,0,lisamoser15,1
3.0,0,white,3,Dhealthstore,0
0.0,1,other,0,rooneygyamfi,0
1.0,1,blue,3,naijama,1
1.0,1,blue,3,naijama,1
2.0,1,blue,1,RajahnF,0
3.0,1,blue,2,itsgood2beking,0
1.0,1,blue,3,naijama,1
1.0,1,blue,3,naijama,1
1.0,1,blue,3,naijama,1
1.0,2,blue,1,Melikeu,1
0.0,1,white,2,henry_the_hippo,0
3.0,0,blue,1,SadikiBakari,0
1.0,2,blue,3,musk75,0
3.0,2,white,2,KnoxSportsGuy,0
3.0,3,other,3,wocmelanie,0
1.0,3,blue,2,EllieHarding98,1
1.0,3,white,2,QueenKali_J,1
2.0,0,blue,0,tee_sanford14,1
0.0,0,blue,1,KendraBryson,1
0.0,0,white,1,alexnicolaides,1
1.0,1,blue,0,EMMIIILLLLYYYYY,1
3.0,1,blue,0,fatdaddygrump,0
3.0,3,white,3,The_Real_Neon,0
1.0,1,white,1,Derrick______,0
3.0,1,blue,0,JonesCal2001,0
3.0,3,other,2,_LSurge,0
0.0,1,blue,3,GangstarYagunda,0
3.0,0,other,0,BenoistDaily,1
2.0,1,other,0,cynthia_marie79,1
2.0,1,blue,0,celbhoy67,0
3.0,3,white,3,A_Felz,1
3.0,2,blue,0,johnwayneburrr,0
3.0,3,other,3,silverfox2,0
2.0,3,other,2,Queen_VicTURRIa,1
