description,fav_number,sidebar_color,tweet_count,name,gender
1.0,1,0,0,GekyGumus,1
1.0,0,other,0,Ahhm_edAdeel,0
1.0,0,0,1,bisialimi,0
1.0,0,0,1,_TheKhanArtist,0
0.0,0,other,0,mimlea,0
0.0,0,blue,0,KRRTX,1
1.0,1,0,0,9ISABEL7Lacey00,1
0.0,1,blue,1,SMF_Scoob_8,0
0.0,1,other,0,RobinP2,1
1.0,0,0,0,Chris_xamoyelaa,1
0.0,1,blue,1,sprinklofstyles,0
0.0,0,blue,0,Ferb_17,0
0.0,1,other,1,YesImTCurryyy,0
0.0,0,0,1,badboicasey,0
1.0,1,blue,0,MGullatta,0
0.0,1,other,1,Mr_LV_WhozThat,0
1.0,1,other,1,HazyDream_,0
0.0,0,blue,1,rantypete,0
0.0,0,blue,1,i_hate_tattoos,0
0.0,1,0,1,bornunprepared,1
1.0,1,other,1,SailorPlutoid,1
0.0,1,blue,0,BenjyHimmel,0
1.0,0,other,0,eleanor_morton,1
0.0,1,blue,0,Kevin_Schex,0
0.0,0,other,0,joowuntbuttah,1
0.0,1,other,0,WorshipEGoddess,1
1.0,0,0,1,UcheIsClown,0
1.0,0,other,0,paezdanielaA,1
0.0,1,other,1,JunKet_,0
1.0,0,other,0,igraysscale,0
0.0,0,0,0,Sherry_FG,1
0.0,0,blue,0,RichardDavid_1,0
1.0,1,other,1,luhyouari,1
0.0,0,blue,0,kostpech,0
1.0,1,blue,0,Mysti_Eyes,1
1.0,0,other,1,JVCrum,0
0.0,0,blue,1,Ramosjoar,0
0.0,0,0,0,Mr2tal,0
0.0,0,blue,0,miltonboidrew,0
0.0,1,blue,0,jacksmith23456,0
0.0,1,blue,1,nofate1991,0
0.0,0,other,1,djstephfloss,0
1.0,0,other,0,SteveBurr,0
0.0,1,other,1,Trap_Pop,0
0.0,1,other,1,LosingMuke,1
0.0,0,other,0,lowkeyoutlaw,0
0.0,0,blue,0,frederi1150,0
1.0,0,blue,0,poopheadakridge,0
0.0,1,blue,0,theskyisgrey_,1
0.0,1,other,1,gothpixie73,1
1.0,0,0,0,Greg_Richman_,0
0.0,1,blue,1,branduncare,0
0.0,0,other,0,fernandez_jfm,0
0.0,1,other,0,britkloepfer,1
1.0,0,blue,0,partyontheweekn,1
1.0,1,other,1,iansgallgher,0
0.0,1,other,1,dnorri17,0
0.0,0,other,0,who_cody_carter,0
0.0,0,blue,1,Iy_zham,0
1.0,0,blue,0,Wonkaflocka,0
1.0,0,other,0,soduch,0
0.0,0,blue,1,parentbuzzz,1
0.0,0,blue,0,DTcnnant,0
1.0,0,blue,1,LevityNYC,0
0.0,1,other,0,VertigoOfCal,0
0.0,1,0,0,9DEBORA5Tracy05,1
1.0,1,other,0,karlee_lewis,1
0.0,0,blue,0,marcilesm,0
1.0,0,0,0,mermaidfestas,0
0.0,1,other,1,fiftharirection,1
0.0,1,other,0,sumeyrahx,1
1.0,1,blue,1,NewsNeus,1
0.0,0,blue,1,tiredjinki,0
0.0,1,other,0,wat_wood,1
1.0,1,0,1,feminist_trash,1
0.0,0,blue,0,Arrowhead_JL,0
0.0,0,other,1,justicecw,1
0.0,1,blue,1,josepaz481,0
0.0,1,other,0,JeffAiken,0
0.0,1,0,1,ASVPzayn,0
0.0,1,blue,0,JerikaInez,1
0.0,1,0,1,RomyWij,1
1.0,1,blue,0,FlowerChildJasz,1
0.0,0,other,0,patduremdes,1
1.0,1,blue,0,Bignastier2015,0
1.0,1,other,0,nonmaayo,1
1.0,0,blue,0,expoMgurk,0
1.0,0,blue,0,SurvivalSelene,1
0.0,1,0,1,aleehsun,1
1.0,1,other,1,JubEatsBare,0
1.0,1,other,0,RogersKaitlyn,1
1.0,1,other,1,moxie86,1
0.0,0,blue,0,armsfalloffboy,0
1.0,0,blue,0,_johnburrows,0
0.0,1,other,1,WTF_5sauce_,0
1.0,0,blue,0,IAmCWest,0
0.0,1,0,0,Idixt_Jess_,1
1.0,0,other,0,mommyofvillains,1
0.0,1,blue,0,spencer_warezak,0
0.0,1,other,1,irfrazer,0
0.0,0,other,1,EJBusch,0
1.0,1,blue,1,Sing_u_larity,0
1.0,0,other,0,dadhikes,0
1.0,1,0,1,Nliddle16,0
1.0,1,other,0,Et3rnalHero,0
0.0,0,other,1,Atlegang_M_,1
1.0,0,other,0,aashaydalvi,0
1.0,1,other,1,NickMakhoul,0
1.0,0,blue,0,RealMsP_53,1
0.0,1,0,0,DougBuenro,0
1.0,0,other,1,youngglobal,0
0.0,0,other,0,onefabulousmama,1
1.0,0,0,0,jdgamerboy,0
1.0,1,blue,1,RMAFG10,0
1.0,0,blue,0,HayleyJDunne,1
0.0,0,blue,0,markoos16,0
1.0,0,other,1,CatAnne19,1
0.0,1,other,1,bodmond,0
1.0,1,blue,0,desireeliotti30,0
1.0,1,other,1,xBDOT,0
1.0,0,other,1,sodamn_arrogant,1
1.0,1,blue,0,Sasslikeme,0
1.0,1,blue,1,RKWinvisibleman,0
0.0,0,blue,0,James32770299,0
0.0,1,other,1,RaniyahD_,1
0.0,0,blue,0,sypozybopyt,1
0.0,0,0,1,TopMass,0
0.0,1,blue,1,evelynmvaldez,1
1.0,0,blue,0,hannahkeenan11,1
0.0,1,blue,0,EmilyOrr016,1
0.0,1,other,1,swwfu_,1
1.0,0,other,1,podnosh,0
0.0,0,blue,0,__SlimJim,1
0.0,1,blue,0,johnneezzyy,0
1.0,0,other,1,agentlinton,0
1.0,1,blue,0,johnniestone5s,0
1.0,0,blue,0,CarolLake918,1
0.0,1,other,1,Joe_Erhet,0
0.0,1,0,0,emilymorri,1
0.0,0,blue,0,loooceh,1
0.0,0,blue,1,_BlueDot,0
0.0,1,other,1,ultraviolince,1
1.0,1,other,1,iamQueeeeeeny,1
1.0,0,blue,0,calii___born,0
0.0,1,other,1,FunSizeHaitian_,1
0.0,0,blue,0,the_sloth_queen,1
1.0,0,other,0,CarlosLove4Life,0
0.0,1,0,1,_EJJ,1
0.0,0,0,0,166HAZEL51,1
1.0,0,other,1,trebor_guk,0
1.0,0,other,1,authorLTReece,0
0.0,0,blue,0,AyeshaRpk,1
0.0,0,blue,0,Allie_pops,1
1.0,1,other,1,DopeDavis_251,0
1.0,0,other,0,Trist_Chi,1
1.0,1,other,1,happyprincessj,1
1.0,0,0,0,BVDTVSTE,0
0.0,0,blue,0,__swankin,0
0.0,1,0,1,bohyungg,0
1.0,1,0,1,SpiveyShouts,1
0.0,1,blue,0,Logicswiftz,0
0.0,1,other,0,ivyjordan_,1
1.0,0,0,1,paul18280,0
1.0,1,other,1,niallwxthcalum,0
0.0,0,blue,0,Ratman46,0
1.0,0,other,1,agentlinton,0
0.0,0,blue,0,riley9311,0
1.0,1,0,0,JoseJmfathens,0
1.0,0,other,0,PS2TAN,0
0.0,1,blue,0,chrismix5,0
0.0,1,blue,1,THE_Lakoa,1
0.0,1,other,0,JhonRules,0
0.0,0,other,0,sciordia,0
1.0,0,other,1,triaticr,0
1.0,1,other,1,Kialna,1
0.0,1,other,1,ashleynoellex3,1
1.0,1,0,1,Endraxial,0
0.0,0,other,1,Kennadian_,1
1.0,0,other,1,pareayh,1
0.0,1,other,1,broadcastlwt,0
1.0,1,other,1,wendycockcroft,1
1.0,1,other,1,Markie___mark,0
0.0,1,other,1,maffagafo,0
0.0,1,other,0,SassySausage1,1
0.0,1,0,0,Dozie,0
1.0,0,other,0,davidinalmeria,0
0.0,1,blue,1,704jthomas,0
1.0,0,blue,0,bertodiplo,0
1.0,1,0,0,Zelle1985,1
1.0,0,blue,0,GrahamDAragon,0
1.0,1,other,1,JeffreyCamp,0
1.0,1,other,1,gasparlanca,0
0.0,0,blue,0,MarkSanders1978,0
0.0,0,blue,0,KeleMars,1
0.0,1,other,1,HausOfSavannah,1
1.0,1,blue,0,AL_Write,0
0.0,1,0,1,_amxlia_,1
1.0,1,other,1,caitlinnicole46,1
0.0,1,other,1,torianosecret,1
1.0,1,blue,1,xdeontewilliams,0
0.0,0,blue,0,AlexWeronski,0
0.0,0,blue,1,LilTayyDaDon,0
0.0,1,other,1,chefyazzy,1
1.0,1,blue,0,lifeofjoshleen,1
0.0,0,blue,0,EstraLavery,1
1.0,0,blue,0,LisaMargonelli,1
1.0,0,blue,0,NSFWJonathan,0
1.0,1,blue,0,Anywiebs,1
0.0,0,blue,0,danielgykim,0
1.0,0,other,1,asnorton,0
0.0,0,0,1,GaGaAwesomeLady,1
1.0,0,other,1,thepoliticogal,1
1.0,0,0,0,adriannaq,1
0.0,0,blue,0,ald0elridge,0
1.0,1,other,1,AngieWagg,1
0.0,0,other,1,RubieTheBeauty,1
0.0,0,other,1,TomasZabransky,0
1.0,0,other,0,Kevin1MacMillan,0
1.0,1,blue,1,TheStrategic0ne,0
1.0,0,0,0,eaumosaique,1
0.0,0,blue,0,SteveWithaB,0
1.0,0,blue,0,stevejbicknell,0
1.0,0,0,0,SaraLUckelman,1
0.0,0,blue,0,Jak3B3n93,0
0.0,1,other,0,OlaMishamigo,0
1.0,1,other,1,truthtrebles,1
0.0,1,other,1,getlykme103,1
0.0,1,other,1,Orangutan_Tits,0
1.0,0,other,0,PrincipalUMS,0
1.0,0,blue,0,philmuziqAfrica,0
1.0,0,other,0,ElinaTrance,1
0.0,1,0,1,__Pelaez,1
1.0,0,blue,0,newfreshtshirt,1
0.0,0,blue,0,caroline_cherop,1
0.0,1,blue,1,j3ssicaamber,1
0.0,1,blue,0,ChristianAcuna_,0
0.0,1,blue,0,Chloe_Hartleyxo,1
1.0,1,other,1,josefoshea,0
1.0,0,other,1,iTEE_RRIFIC,1
0.0,1,other,1,milakoalahugs,1
0.0,0,blue,0,StephanieRalls,1
0.0,1,0,1,HaroldMeneses,0
1.0,1,other,0,Jessi4PTX,1
1.0,0,0,0,Fraeulein_Lucy,1
1.0,0,other,0,BalbirJudge,0
0.0,1,blue,0,CBLJ12,1
1.0,0,blue,1,Yung_Gosling,0
1.0,0,other,1,glenysfurness,0
0.0,1,other,1,babisofia,1
1.0,1,other,1,horny4jye,0
0.0,0,blue,0,ivory_SoAmazing,0
0.0,0,blue,1,ArnoldRonald1,1
1.0,1,other,1,plmnkoijbhu,1
1.0,0,0,0,class317,0
0.0,1,0,1,robinlynnemabin,1
0.0,0,blue,1,UntzUntzWubWub,0
1.0,0,0,0,mike_merlino,0
1.0,1,other,1,robdempsey,0
1.0,0,other,1,RainBloggedIt,1
1.0,1,other,0,AprilAubade,1
0.0,0,blue,1,Based_Benjamin,0
1.0,1,0,1,ithinkurkewl,0
1.0,0,other,0,LeslieLindsay1,1
1.0,0,blue,0,VetPetNews,0
1.0,1,0,0,ChemistryFiend,0
0.0,1,blue,1,iMugeh,0
1.0,1,0,1,pbump,0
0.0,0,blue,0,RickyBerry123,0
0.0,0,blue,0,kadams190,0
1.0,1,blue,1,JoshFin,0
1.0,1,0,1,_LoveYouDearly,1
1.0,0,other,0,ericjboyd,0
0.0,0,other,1,nicoballonn,0
1.0,1,other,1,dgambacorta,0
1.0,1,other,1,Maggie_xotwod,1
1.0,0,blue,0,atknbck,0
0.0,1,blue,0,ukulelezell,0
0.0,0,blue,0,mraaronharley,0
1.0,1,other,1,amyin613,1
0.0,0,other,0,GenusUnknown,0
1.0,0,0,1,DIABLOCDT,0
0.0,0,blue,1,ThomasH29137281,1
0.0,0,other,1,Laish_Baish,1
1.0,1,other,1,LesothoJohn,0
1.0,1,0,1,Jake_Vig,0
0.0,0,blue,0,ChigTheStiG,0
0.0,0,0,0,Beauutyy_queeen,1
1.0,1,blue,1,UBtalkin,0
1.0,1,0,0,EmberQuartz_mfc,1
1.0,1,other,1,w0nderwallhes,0
0.0,0,blue,0,SugdenDonna,1
0.0,1,other,0,therealmoment,0
0.0,1,other,1,brandonandin,0
0.0,1,other,1,That_SPIFFguy,0
1.0,0,blue,0,its_cookie03,1
1.0,1,other,1,meganpower97,1
0.0,1,other,1,stephhh0601,0
1.0,0,other,0,Its_Jackyboiii,0
1.0,0,blue,0,Macudoshis,0
1.0,0,0,0,CJFlavell,0
0.0,1,blue,0,MJEANS99,0
0.0,0,blue,1,Varnel_Hill,0
0.0,0,blue,0,applejoetweets,0
0.0,0,blue,0,itsChrispino,0
0.0,1,0,1,Claire_Reynics,1
1.0,1,other,1,Pat_Bren,0
1.0,0,other,1,engeljen,1
0.0,1,other,1,bossci__,1
0.0,0,blue,0,RossanaReggio,1
1.0,1,blue,0,One1directiona1,1
0.0,0,blue,0,IanQuod,0
1.0,0,other,1,xReceex,1
0.0,1,other,0,FrankHorowitz,0
1.0,1,blue,0,JKamens,1
0.0,1,other,1,NouisBums,1
0.0,1,blue,0,9BRENDA1Brooke0,1
0.0,1,other,1,Supr3meLord,0
1.0,1,blue,0,count_vacula,0
1.0,1,0,0,CoralReefFish,0
1.0,1,blue,1,Ohhhdats_zutta,1
1.0,0,0,0,QueenieBlu,1
1.0,1,other,1,BiebersFuture,0
1.0,0,blue,0,MJIannelli,0
1.0,0,blue,0,NoCheeeeeks,1
0.0,0,blue,1,MsNae_2U,1
1.0,1,other,0,CateAdair,1
0.0,1,blue,0,ellwood9000,0
0.0,0,blue,1,batchild100,1
1.0,1,blue,0,ukulelerapgirl,1
0.0,1,other,1,iamtenseven,0
1.0,1,other,1,henwinters,0
1.0,0,0,0,alharstone,0
0.0,0,blue,1,ManufacturingOD,0
1.0,0,other,1,Kachi_Gele,0
1.0,1,0,1,ExtaticEmily,1
1.0,1,other,0,MartynWDesigns,0
1.0,1,0,0,MsGamerSE,1
0.0,1,0,1,justonetae_,1
1.0,1,other,1,chrgra,0
0.0,0,0,0,RyanPadgham,0
0.0,1,blue,0,dcsniper187,0
1.0,0,other,1,nancy_martira,1
1.0,0,blue,1,amanda_normalik,0
1.0,1,0,1,amarrateuponei,1
0.0,0,other,1,gdotlee,0
1.0,0,0,0,Volkamar,0
1.0,1,0,1,GinhaGinhaa,0
0.0,0,blue,0,fistelhelena,1
1.0,0,blue,0,youngtre_ygk,0
0.0,0,0,0,HotTusker,0
1.0,0,0,0,LyndseyLouBR,1
1.0,1,blue,0,karlita56,1
1.0,1,other,1,MeganSheeran7,1
1.0,0,blue,0,mikewilsonia,0
0.0,1,0,1,cutestcurly,1
0.0,1,blue,0,AfrikasPoet,1
1.0,0,0,0,JAG3RJAY,0
0.0,0,other,1,putA_PRICEonit,1
0.0,0,blue,0,johnortegon,0
1.0,0,0,1,Henrietta683A,1
1.0,0,other,1,xprettyy,1
1.0,1,other,0,Bri_Nicole321,1
1.0,1,blue,0,EsteemedKompany,0
0.0,1,0,1,placedenergy,0
0.0,0,other,0,mohalemamarara,0
0.0,1,blue,0,hannah_divine3,1
1.0,1,0,0,chadfishburne,0
1.0,0,blue,0,kuhrizma_ime,0
0.0,1,blue,1,melodisthes,1
0.0,1,blue,1,SwordsCPFC,0
0.0,1,other,1,KButter_22,0
1.0,1,blue,1,RealRossBailey,0
0.0,1,other,0,JPadmore92,0
1.0,1,other,1,alliemelissinos,1
1.0,0,blue,0,Louthdog,0
1.0,1,blue,1,Banwell01,1
1.0,0,other,0,peugeot82,0
1.0,0,0,0,Incdraw,0
1.0,1,0,1,hardROClife,0
0.0,1,other,1,Jon_Stegall,0
1.0,1,other,1,CAZ_Lawrence,0
1.0,1,other,1,pinkandtweed,0
1.0,1,blue,0,Hmwills27,1
0.0,0,blue,0,GavinWSewell,0
1.0,1,0,0,Afremov_Artist,0
0.0,0,other,1,_Bousquet_,1
1.0,1,blue,0,piercedmgcx,0
1.0,1,other,0,isimplytessa,0
0.0,0,blue,1,naijama,1
0.0,0,blue,1,naijama,1
0.0,0,blue,1,naijama,1
0.0,0,blue,1,naijama,1
1.0,1,0,0,Porketh,0
1.0,0,0,1,LaineyGillon,1
0.0,0,blue,1,naijama,1
0.0,0,blue,1,naijama,1
0.0,0,blue,1,naijama,1
1.0,1,blue,1,trebletotheclef,1
0.0,0,blue,1,naijama,1
0.0,0,blue,1,naijama,1
0.0,0,blue,1,naijama,1
0.0,0,blue,0,DevonMcQuillan1,1
0.0,0,blue,1,naijama,1
0.0,0,blue,1,naijama,1
0.0,0,blue,1,naijama,1
0.0,0,0,0,lisamoser15,1
1.0,0,other,1,Dhealthstore,0
0.0,0,0,0,rooneygyamfi,0
0.0,0,blue,1,naijama,1
0.0,0,blue,1,naijama,1
1.0,0,blue,0,RajahnF,0
1.0,0,blue,1,itsgood2beking,0
0.0,0,blue,1,naijama,1
0.0,0,blue,1,naijama,1
0.0,0,blue,1,naijama,1
0.0,1,blue,0,Melikeu,1
0.0,0,other,1,henry_the_hippo,0
1.0,0,blue,0,SadikiBakari,0
0.0,1,blue,1,musk75,0
1.0,1,other,1,KnoxSportsGuy,0
1.0,1,0,1,wocmelanie,0
0.0,1,blue,1,EllieHarding98,1
0.0,1,other,1,QueenKali_J,1
1.0,0,blue,0,tee_sanford14,1
0.0,0,blue,0,KendraBryson,1
0.0,0,other,0,alexnicolaides,1
0.0,0,blue,0,EMMIIILLLLYYYYY,1
1.0,0,blue,0,fatdaddygrump,0
1.0,1,other,1,The_Real_Neon,0
0.0,0,other,0,Derrick______,0
1.0,0,blue,0,JonesCal2001,0
1.0,1,0,1,_LSurge,0
0.0,0,blue,1,GangstarYagunda,0
1.0,0,0,0,BenoistDaily,1
1.0,0,0,0,cynthia_marie79,1
1.0,0,blue,0,celbhoy67,0
1.0,1,other,1,A_Felz,1
1.0,1,blue,0,johnwayneburrr,0
1.0,1,0,1,silverfox2,0
1.0,1,0,1,Queen_VicTURRIa,1
0.0,1,0,0,zoellaoml,1
0.0,1,other,1,HoneyBadger10,1
0.0,0,blue,0,paulkennedy171,0
1.0,1,0,1,TalkLFC07,0
0.0,1,0,0,lisadawkins1997,1
1.0,1,0,1,BiboEnVivo,0
1.0,0,blue,0,_Caitlin2,1
0.0,0,blue,0,LiyemaNosipho,1
1.0,1,0,1,moosebumpin,0
0.0,0,blue,0,realjwin,0
0.0,1,blue,0,lubwubs,0
1.0,0,blue,0,KarlLimpert,0
1.0,0,0,1,Skinny_guyy,0
1.0,0,blue,0,xxD_girlxx,1
1.0,0,blue,0,miyat28,1
0.0,1,other,1,Zinzielynne,1
0.0,0,blue,0,realLegitt,1
1.0,0,0,0,BenjmnEst,0
1.0,1,0,0,hedhouseman,1
0.0,0,other,0,Elliebelle,1
0.0,0,blue,0,D_duran2015,0
0.0,1,other,1,JGoogleplex,0
0.0,0,blue,0,BaggaleyAnne,1
1.0,0,blue,1,bizzyboneee,0
0.0,1,blue,1,ADrovetta,0
1.0,0,other,0,dannecorrigan,1
1.0,0,other,1,Ghandii_,0
1.0,1,blue,1,halexswift,1
1.0,0,other,1,SportsMasterDan,0
0.0,1,blue,0,gxldviibes,1
1.0,1,blue,1,MikeParrActor,0
0.0,0,other,1,edot__,0
1.0,0,blue,0,chellerabou,1
1.0,0,blue,0,91Laty,1
1.0,0,other,0,andrewgodwin,0
1.0,1,other,1,BrandonEvrs,0
0.0,1,other,1,Treilluminati,0
1.0,0,blue,0,SoleNSons,0
1.0,1,0,0,ThePrideDaniels,0
1.0,1,blue,0,candicemarie32,1
0.0,0,blue,0,cathytofine,1
1.0,0,0,1,Henrietta683A,1
1.0,0,other,0,NicolaTallis,1
0.0,0,blue,0,FrauRabeFoto,1
1.0,0,blue,0,preilly,0
1.0,1,blue,0,lawyerishnyc,1
0.0,1,0,1,JusCallMeMONEY_,1
1.0,1,0,1,GrumpyYid,0
0.0,0,blue,0,cynthiacorneli5,1
0.0,0,blue,1,thomasjones9000,0
1.0,0,other,0,TheWhiskyMiss,1
0.0,1,other,0,lelyn_candace,1
1.0,1,other,1,HollyMorwenna,1
0.0,0,other,1,eleid,1
1.0,0,other,1,SuzanneShaffer,1
0.0,1,blue,1,Tis_Beaty_San,0
0.0,1,other,0,mroselli13,0
0.0,1,other,1,emiiilyskirr,1
1.0,1,blue,1,LeylandLeader,0
0.0,1,blue,1,sprinklofstyles,0
1.0,1,blue,1,yknot_eli,0
1.0,1,blue,1,Chrizamo,0
0.0,1,other,1,lindseyvalvoda,1
1.0,1,blue,1,etherealhyuk,1
0.0,1,other,1,davemint,0
1.0,1,other,0,andreafirth4,1
1.0,0,blue,0,marketingkelly,1
1.0,0,blue,0,dread8484,0
1.0,0,other,1,meredithnico,0
0.0,0,other,1,LOLOTheFox,1
0.0,0,other,0,troysworktable,0
0.0,1,other,0,Kite_Tales,1
0.0,1,blue,0,madihill7,1
1.0,1,other,1,dustbury,0
1.0,1,blue,0,jonopritch,0
1.0,1,other,1,lilennario_,0
1.0,1,other,1,HillanaKodi,1
0.0,0,other,1,OMGiTz_Cee,0
0.0,0,blue,0,CookeLuke,0
1.0,1,other,0,ArchiJake,0
0.0,0,blue,0,Tloves2cheer,1
1.0,0,other,0,Angel_J_Collins,1
1.0,1,0,1,nucfootball,0
0.0,1,blue,0,FrankieSaysRun,0
0.0,0,blue,0,301ree,0
1.0,1,blue,0,TimothyTower,0
0.0,1,blue,0,skatetochurch,0
1.0,0,0,0,ErenTheBrat,0
1.0,1,other,0,dornan_shades,0
1.0,1,0,1,Tony_Hodson,0
0.0,0,other,0,aroraanant,0
0.0,0,blue,0,davUnderGround,0
1.0,0,other,1,WorldRadioNet,1
1.0,1,other,1,MissyXMartinez,1
0.0,0,blue,0,Ramuno,0
0.0,1,other,1,almondmlkpapi,0
0.0,1,0,0,gracie_scanga,1
1.0,1,0,1,JayDailey_252,0
0.0,0,other,1,nn8__,0
1.0,0,blue,0,lills_baby,1
1.0,1,other,1,SwopeDza,0
0.0,1,blue,1,hotjamalle,0
1.0,1,blue,1,LeeNicholson11,0
1.0,0,blue,0,kayotunde,0
0.0,1,other,1,LauraGraceeM,1
1.0,1,blue,1,durrantee,0
0.0,0,blue,0,MKarbat,0
0.0,1,blue,1,jordan_harmston,0
0.0,1,other,1,marleyhatesu,1
0.0,1,other,1,sam0ns,1
0.0,0,blue,0,twentylem,0
0.0,1,blue,0,delarosa_ruby,1
0.0,0,0,0,kbelanger716,0
0.0,1,blue,0,inrcle,0
1.0,0,blue,0,NaomiFaithH,1
1.0,1,other,1,lisatalley045,1
1.0,0,blue,0,flockaa_birdss,0
1.0,0,blue,1,Joshua_Newman,0
1.0,0,blue,0,shakur_de,0
0.0,1,other,1,Beenn_Livee,0
0.0,0,blue,1,SHP_Balance,0
1.0,1,other,1,mafferodrii,1
0.0,0,other,0,FundaCastro,1
1.0,1,0,1,ambreignsalways,0
1.0,1,blue,0,kimsheehan32,1
1.0,0,other,0,WilbertWestonJr,0
0.0,0,0,0,ChrisAlan28,0
0.0,0,other,0,ryeo58,1
1.0,0,blue,1,Oob_bgark,1
0.0,1,0,0,JadoreAGB,1
0.0,0,blue,0,Jake_morrissey8,0
0.0,0,blue,0,JackBugeja15,0
0.0,0,other,1,AlexClegg93,0
0.0,1,blue,1,ohamira,1
1.0,1,other,1,siradinalina,1
1.0,0,other,0,videodred,0
1.0,1,blue,0,BharatP95362736,1
1.0,1,blue,1,dustbunniesblog,1
0.0,1,other,1,_DirtyBirdJulio,0
1.0,0,blue,0,jzheel,0
0.0,1,0,0,bigboytwan,0
0.0,0,blue,1,b_w_a_p_shuuz,1
0.0,0,blue,0,Mos_Yize,0
0.0,1,other,1,ddemslovatoo,1
1.0,0,other,1,Yolandae_ZAR,1
0.0,1,blue,0,JakeGeezus,0
1.0,0,blue,0,craigieee,0
1.0,0,blue,0,ASAP_Nico5,0
1.0,1,blue,0,GlitterBill,1
1.0,0,0,0,CortenEditorial,1
1.0,0,0,1,JPosnanski,0
1.0,0,other,1,NiallKennedy,0
0.0,0,blue,1,trapking_P4L,0
1.0,0,blue,0,rlkant18,0
1.0,0,other,1,torrymartins,1
0.0,0,blue,0,EdelineMcauley,0
1.0,0,0,0,AnnikaSofieBee,0
1.0,1,0,1,JesseLynnFoster,1
1.0,0,other,0,kzenor,1
1.0,0,blue,0,chemicalburnout,1
0.0,1,blue,0,TCHANCEEE,0
0.0,1,blue,0,shan_rochelle,1
1.0,0,blue,0,Sylverspooncc,0
1.0,1,other,1,LisaRBriscoe,1
0.0,1,0,1,notthefakeRed,0
1.0,1,0,1,JasonAbbruzzese,0
1.0,1,0,0,hotwifemadison,1
0.0,1,blue,1,stephaniieleee,1
1.0,0,blue,0,singinsagg,0
1.0,1,other,1,SheHatesJacoby,0
0.0,1,blue,1,Solitairystorm,1
1.0,1,0,1,lmack_12,1
1.0,0,blue,0,KorKorMichelle,1
0.0,0,other,0,imlouisenriquez,1
1.0,0,blue,0,LoyaltyTruth,0
1.0,1,0,1,perepereden,1
0.0,0,blue,0,elizabethmiko,1
1.0,0,other,0,Dani_nanonino,1
0.0,1,other,0,DJG831,0
0.0,1,other,1,scriptlirry,0
1.0,1,0,1,Krystaalized,1
1.0,0,blue,0,JJonesUCD,1
0.0,0,blue,0,AlbuuSang,0
0.0,1,other,1,DanielleSky5SOS,0
0.0,1,other,1,domilen_,1
0.0,0,blue,0,kary13__,1
1.0,0,blue,0,BELUTHAHATCHIE,0
0.0,0,blue,0,MohammadNeshat,0
0.0,1,other,1,JosefinePraline,1
0.0,1,blue,0,fuckupthe_world,1
0.0,0,0,0,MNetKatie,1
1.0,1,other,1,samrye_enspiral,0
0.0,0,blue,1,NotAdric,0
1.0,0,0,1,CoachTalkRadio,0
1.0,0,other,0,andrealstanton,1
0.0,1,blue,1,mynameisgone,0
1.0,1,0,1,janii_bones,1
1.0,1,other,1,kevinmenzel,0
1.0,1,other,1,CherylRainfield,1
1.0,0,blue,1,Beatsonii,0
0.0,0,other,0,EmilyJkinsey,1
1.0,0,blue,0,EAPR2001,0
1.0,0,other,1,awthentik,0
0.0,0,0,0,IAm_Kemar,0
0.0,1,other,1,RalphieeLove,0
0.0,1,blue,0,Salopian_Sam,0
1.0,1,other,1,najinhas,1
0.0,0,blue,0,DJMikeMoore86,0
1.0,1,blue,1,JamesGIS,0
0.0,1,other,0,JustinWoelk,0
0.0,0,blue,0,JonesAljones425,1
0.0,1,blue,1,ericatorresss,1
1.0,0,other,1,DrTomDePaoli,0
1.0,0,0,1,PROMO4LIFE_BIZ,1
1.0,1,other,1,sassysam8,0
0.0,0,blue,0,Philamode,0
1.0,1,other,1,battlethetide,1
1.0,1,0,0,dogHeadquartrs,1
0.0,0,other,0,Aaran_Grizzey,0
0.0,1,other,0,Official_MJG,0
0.0,0,other,0,nicole_scantlin,1
1.0,0,other,1,JasonTheInfamus,0
0.0,0,other,0,DJ_C_DOG,0
1.0,0,0,0,premierflyer,1
1.0,0,other,1,ChrisAdamTweets,0
1.0,0,blue,1,billcroninwrite,0
1.0,1,other,1,kiaspeaks,1
0.0,0,0,0,hamza3x,0
1.0,0,blue,0,davidsitton,0
0.0,1,blue,1,78skies,1
0.0,0,blue,0,Venom_Kidman,0
0.0,1,blue,0,OneTrill_Pill,1
1.0,0,other,1,fireboy333,0
1.0,0,other,0,GreenVodka,1
0.0,0,blue,0,Kenaaan_,0
0.0,0,other,0,ejleindecker,1
1.0,1,0,0,caleighmcderm1,1
0.0,1,other,1,hannah_madison_,1
1.0,0,blue,0,michaelattackzo,0
1.0,1,blue,0,kirkburgess,0
0.0,1,0,1,sighmack,1
0.0,0,other,1,HeitorLM,0
1.0,0,other,0,hanan_alsanan,1
0.0,1,blue,0,KayySlayy0x,1
1.0,0,other,1,IAmYourConnect,1
1.0,1,other,1,onyxspartan,0
0.0,0,0,0,saddergraham,1
0.0,0,0,0,TheLydiaVein,1
0.0,0,0,0,WavePIlls,1
0.0,1,blue,1,V23___,1
0.0,0,0,0,gatitadelrey,1
0.0,0,other,1,ImProccyy,0
1.0,0,blue,0,AaronBScrolled,0
1.0,1,0,1,raviolisloth,1
1.0,0,0,0,1DennisHemmo,0
1.0,1,0,1,RyanWKnapp,0
